2021-12-16 10:23:12.027 [TID: N/A] INFO  [main] o.a.d.common.logger.LoggerFactory [?:?]: - using logger: org.apache.dubbo.common.logger.slf4j.Slf4jLoggerAdapter
2021-12-16 10:23:32.498 [TID: N/A] INFO  [main] c.a.c.d.s.DubboMetadataServiceProxy [createProxy:187]: - The metadata of Dubbo service[name : ruyuan-eshop-customer] is about to be initialized
2021-12-16 10:23:32.561 [TID: N/A] WARN  [main] o.a.d.r.c.m.MigrationRuleListener [<init>:66]: -  [DUBBO] config center is not configured!, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.564 [TID: N/A] INFO  [main] o.a.d.r.c.m.MigrationRuleListener [process:83]: -  [DUBBO] Using the following migration rule to migrate:, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.564 [TID: N/A] INFO  [main] o.a.d.r.c.m.MigrationRuleListener [process:84]: -  [DUBBO] INIT, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.588 [TID: N/A] WARN  [main] o.a.d.r.i.InterfaceCompatibleRegistryProtocol [getServiceDiscoveryInvoker:72]: -  [DUBBO] spring-cloud do not support service discovery, automatically switch to interface-level service discovery., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.623 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [register:288]: -  [DUBBO] Register: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=consumers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-customer&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621412551&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.624 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [subscribe:313]: -  [DUBBO] Subscribe: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=providers,configurators,routers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-customer&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621412551&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.757 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [connect:207]: -  [DUBBO] Successed connect to server /127.0.0.1:7890 from NettyClient 192.168.0.106 using dubbo version 2.7.12, channel is NettyChannel [channel=[id: 0xe3424aa1, L:/127.0.0.1:60205 - R:/127.0.0.1:7890]], dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.758 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [<init>:75]: -  [DUBBO] Start NettyClient /192.168.0.106 connect to the server /127.0.0.1:7890, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.784 [TID: N/A] INFO  [lientWorker-4-1] o.a.d.r.t.netty4.NettyClientHandler [channelActive:62]: -  [DUBBO] The connection of /127.0.0.1:60205 -> /127.0.0.1:7890 is established., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.800 [TID: N/A] INFO  [main] o.a.d.r.c.m.DefaultMigrationAddressComparator [shouldMigrate:37]: -  [DUBBO] No instance address available, will not migrate., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:32.818 [TID: N/A] INFO  [main] o.a.dubbo.config.ReferenceConfig [createProxy:427]: -  [DUBBO] Refer dubbo service org.apache.dubbo.rpc.service.GenericService from url dubbo://192.168.0.106/com.alibaba.cloud.dubbo.service.DubboMetadataService?application=ruyuan-eshop-tms&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-customer&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&register.ip=192.168.0.106&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621412551&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.646 [TID: N/A] WARN  [main] c.a.c.d.m.r.DubboServiceMetadataRepository [initDubboRestServiceMetadataRepository:476]: - The Spring application[name : ruyuan-eshop-customer] does not expose The REST metadata in the Dubbo services.
2021-12-16 10:23:33.648 [TID: N/A] INFO  [main] c.a.c.d.s.DubboMetadataServiceProxy [createProxy:187]: - The metadata of Dubbo service[name : ruyuan-eshop-order] is about to be initialized
2021-12-16 10:23:33.655 [TID: N/A] WARN  [main] o.a.d.r.i.InterfaceCompatibleRegistryProtocol [getServiceDiscoveryInvoker:72]: -  [DUBBO] spring-cloud do not support service discovery, automatically switch to interface-level service discovery., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.657 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [register:288]: -  [DUBBO] Register: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=consumers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-order&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413653&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.658 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [subscribe:313]: -  [DUBBO] Subscribe: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=providers,configurators,routers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-order&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413653&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.669 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [connect:207]: -  [DUBBO] Successed connect to server /127.0.0.1:7890 from NettyClient 192.168.0.106 using dubbo version 2.7.12, channel is NettyChannel [channel=[id: 0xc175e51c, L:/127.0.0.1:60216 - R:/127.0.0.1:7890]], dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.670 [TID: N/A] INFO  [lientWorker-4-2] o.a.d.r.t.netty4.NettyClientHandler [channelActive:62]: -  [DUBBO] The connection of /127.0.0.1:60216 -> /127.0.0.1:7890 is established., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.670 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [<init>:75]: -  [DUBBO] Start NettyClient /192.168.0.106 connect to the server /127.0.0.1:7890, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.673 [TID: N/A] INFO  [main] o.a.d.r.c.m.DefaultMigrationAddressComparator [shouldMigrate:37]: -  [DUBBO] No instance address available, will not migrate., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.674 [TID: N/A] INFO  [main] o.a.dubbo.config.ReferenceConfig [createProxy:427]: -  [DUBBO] Refer dubbo service org.apache.dubbo.rpc.service.GenericService from url dubbo://192.168.0.106/com.alibaba.cloud.dubbo.service.DubboMetadataService?application=ruyuan-eshop-tms&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-order&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&register.ip=192.168.0.106&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413653&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.682 [TID: N/A] WARN  [main] c.a.c.d.m.r.DubboServiceMetadataRepository [initDubboRestServiceMetadataRepository:476]: - The Spring application[name : ruyuan-eshop-order] does not expose The REST metadata in the Dubbo services.
2021-12-16 10:23:33.683 [TID: N/A] INFO  [main] c.a.c.d.s.DubboMetadataServiceProxy [createProxy:187]: - The metadata of Dubbo service[name : ruyuan-eshop-risk] is about to be initialized
2021-12-16 10:23:33.697 [TID: N/A] WARN  [main] o.a.d.r.i.InterfaceCompatibleRegistryProtocol [getServiceDiscoveryInvoker:72]: -  [DUBBO] spring-cloud do not support service discovery, automatically switch to interface-level service discovery., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.698 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [register:288]: -  [DUBBO] Register: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=consumers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-risk&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413688&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.699 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [subscribe:313]: -  [DUBBO] Subscribe: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=providers,configurators,routers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-risk&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413688&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.704 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [connect:207]: -  [DUBBO] Successed connect to server /127.0.0.1:7890 from NettyClient 192.168.0.106 using dubbo version 2.7.12, channel is NettyChannel [channel=[id: 0x16a1a516, L:/127.0.0.1:60218 - R:/127.0.0.1:7890]], dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.705 [TID: N/A] INFO  [lientWorker-4-3] o.a.d.r.t.netty4.NettyClientHandler [channelActive:62]: -  [DUBBO] The connection of /127.0.0.1:60218 -> /127.0.0.1:7890 is established., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.705 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [<init>:75]: -  [DUBBO] Start NettyClient /192.168.0.106 connect to the server /127.0.0.1:7890, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.708 [TID: N/A] INFO  [main] o.a.d.r.c.m.DefaultMigrationAddressComparator [shouldMigrate:37]: -  [DUBBO] No instance address available, will not migrate., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.710 [TID: N/A] INFO  [main] o.a.dubbo.config.ReferenceConfig [createProxy:427]: -  [DUBBO] Refer dubbo service org.apache.dubbo.rpc.service.GenericService from url dubbo://192.168.0.106/com.alibaba.cloud.dubbo.service.DubboMetadataService?application=ruyuan-eshop-tms&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-risk&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&register.ip=192.168.0.106&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413688&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.719 [TID: N/A] WARN  [main] c.a.c.d.m.r.DubboServiceMetadataRepository [initDubboRestServiceMetadataRepository:476]: - The Spring application[name : ruyuan-eshop-risk] does not expose The REST metadata in the Dubbo services.
2021-12-16 10:23:33.720 [TID: N/A] INFO  [main] c.a.c.d.s.DubboMetadataServiceProxy [createProxy:187]: - The metadata of Dubbo service[name : ruyuan-eshop-fulfill] is about to be initialized
2021-12-16 10:23:33.743 [TID: N/A] WARN  [main] o.a.d.r.i.InterfaceCompatibleRegistryProtocol [getServiceDiscoveryInvoker:72]: -  [DUBBO] spring-cloud do not support service discovery, automatically switch to interface-level service discovery., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.745 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [register:288]: -  [DUBBO] Register: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=consumers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-fulfill&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413733&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.746 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [subscribe:313]: -  [DUBBO] Subscribe: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=providers,configurators,routers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-fulfill&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413733&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.751 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [connect:207]: -  [DUBBO] Successed connect to server /127.0.0.1:7890 from NettyClient 192.168.0.106 using dubbo version 2.7.12, channel is NettyChannel [channel=[id: 0x176cb4a3, L:/127.0.0.1:60221 - R:/127.0.0.1:7890]], dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.752 [TID: N/A] INFO  [lientWorker-4-4] o.a.d.r.t.netty4.NettyClientHandler [channelActive:62]: -  [DUBBO] The connection of /127.0.0.1:60221 -> /127.0.0.1:7890 is established., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.751 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [<init>:75]: -  [DUBBO] Start NettyClient /192.168.0.106 connect to the server /127.0.0.1:7890, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.753 [TID: N/A] INFO  [main] o.a.d.r.c.m.DefaultMigrationAddressComparator [shouldMigrate:37]: -  [DUBBO] No instance address available, will not migrate., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.754 [TID: N/A] INFO  [main] o.a.dubbo.config.ReferenceConfig [createProxy:427]: -  [DUBBO] Refer dubbo service org.apache.dubbo.rpc.service.GenericService from url dubbo://192.168.0.106/com.alibaba.cloud.dubbo.service.DubboMetadataService?application=ruyuan-eshop-tms&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-fulfill&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&register.ip=192.168.0.106&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413733&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.761 [TID: N/A] WARN  [main] c.a.c.d.m.r.DubboServiceMetadataRepository [initDubboRestServiceMetadataRepository:476]: - The Spring application[name : ruyuan-eshop-fulfill] does not expose The REST metadata in the Dubbo services.
2021-12-16 10:23:33.762 [TID: N/A] INFO  [main] c.a.c.d.s.DubboMetadataServiceProxy [createProxy:187]: - The metadata of Dubbo service[name : ruyuan-eshop-pay] is about to be initialized
2021-12-16 10:23:33.777 [TID: N/A] WARN  [main] o.a.d.r.i.InterfaceCompatibleRegistryProtocol [getServiceDiscoveryInvoker:72]: -  [DUBBO] spring-cloud do not support service discovery, automatically switch to interface-level service discovery., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.778 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [register:288]: -  [DUBBO] Register: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=consumers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-pay&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413771&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.779 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [subscribe:313]: -  [DUBBO] Subscribe: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=providers,configurators,routers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-pay&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413771&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.783 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [connect:207]: -  [DUBBO] Successed connect to server /127.0.0.1:7890 from NettyClient 192.168.0.106 using dubbo version 2.7.12, channel is NettyChannel [channel=[id: 0xd80554dd, L:/127.0.0.1:60223 - R:/127.0.0.1:7890]], dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.783 [TID: N/A] INFO  [lientWorker-4-5] o.a.d.r.t.netty4.NettyClientHandler [channelActive:62]: -  [DUBBO] The connection of /127.0.0.1:60223 -> /127.0.0.1:7890 is established., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.783 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [<init>:75]: -  [DUBBO] Start NettyClient /192.168.0.106 connect to the server /127.0.0.1:7890, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.785 [TID: N/A] INFO  [main] o.a.d.r.c.m.DefaultMigrationAddressComparator [shouldMigrate:37]: -  [DUBBO] No instance address available, will not migrate., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.785 [TID: N/A] INFO  [main] o.a.dubbo.config.ReferenceConfig [createProxy:427]: -  [DUBBO] Refer dubbo service org.apache.dubbo.rpc.service.GenericService from url dubbo://192.168.0.106/com.alibaba.cloud.dubbo.service.DubboMetadataService?application=ruyuan-eshop-tms&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-pay&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&register.ip=192.168.0.106&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413771&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.798 [TID: N/A] WARN  [main] c.a.c.d.m.r.DubboServiceMetadataRepository [initDubboRestServiceMetadataRepository:476]: - The Spring application[name : ruyuan-eshop-pay] does not expose The REST metadata in the Dubbo services.
2021-12-16 10:23:33.799 [TID: N/A] INFO  [main] c.a.c.d.s.DubboMetadataServiceProxy [createProxy:187]: - The metadata of Dubbo service[name : ruyuan-eshop-address] is about to be initialized
2021-12-16 10:23:33.803 [TID: N/A] WARN  [main] o.a.d.r.i.InterfaceCompatibleRegistryProtocol [getServiceDiscoveryInvoker:72]: -  [DUBBO] spring-cloud do not support service discovery, automatically switch to interface-level service discovery., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.804 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [register:288]: -  [DUBBO] Register: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=consumers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-address&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413802&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.805 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [subscribe:313]: -  [DUBBO] Subscribe: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=providers,configurators,routers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-address&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413802&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.809 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [connect:207]: -  [DUBBO] Successed connect to server /127.0.0.1:7890 from NettyClient 192.168.0.106 using dubbo version 2.7.12, channel is NettyChannel [channel=[id: 0x620703f7, L:/127.0.0.1:60225 - R:/127.0.0.1:7890]], dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.810 [TID: N/A] INFO  [lientWorker-4-6] o.a.d.r.t.netty4.NettyClientHandler [channelActive:62]: -  [DUBBO] The connection of /127.0.0.1:60225 -> /127.0.0.1:7890 is established., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.810 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [<init>:75]: -  [DUBBO] Start NettyClient /192.168.0.106 connect to the server /127.0.0.1:7890, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.813 [TID: N/A] INFO  [main] o.a.d.r.c.m.DefaultMigrationAddressComparator [shouldMigrate:37]: -  [DUBBO] No instance address available, will not migrate., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.814 [TID: N/A] INFO  [main] o.a.dubbo.config.ReferenceConfig [createProxy:427]: -  [DUBBO] Refer dubbo service org.apache.dubbo.rpc.service.GenericService from url dubbo://192.168.0.106/com.alibaba.cloud.dubbo.service.DubboMetadataService?application=ruyuan-eshop-tms&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-address&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&register.ip=192.168.0.106&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413802&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.823 [TID: N/A] WARN  [main] c.a.c.d.m.r.DubboServiceMetadataRepository [initDubboRestServiceMetadataRepository:476]: - The Spring application[name : ruyuan-eshop-address] does not expose The REST metadata in the Dubbo services.
2021-12-16 10:23:33.823 [TID: N/A] INFO  [main] c.a.c.d.s.DubboMetadataServiceProxy [createProxy:187]: - The metadata of Dubbo service[name : ruyuan-eshop-market] is about to be initialized
2021-12-16 10:23:33.829 [TID: N/A] WARN  [main] o.a.d.r.i.InterfaceCompatibleRegistryProtocol [getServiceDiscoveryInvoker:72]: -  [DUBBO] spring-cloud do not support service discovery, automatically switch to interface-level service discovery., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.830 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [register:288]: -  [DUBBO] Register: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=consumers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-market&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413827&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.830 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [subscribe:313]: -  [DUBBO] Subscribe: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=providers,configurators,routers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-market&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413827&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.834 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [connect:207]: -  [DUBBO] Successed connect to server /127.0.0.1:7890 from NettyClient 192.168.0.106 using dubbo version 2.7.12, channel is NettyChannel [channel=[id: 0xf51cb5ff, L:/127.0.0.1:60227 - R:/127.0.0.1:7890]], dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.835 [TID: N/A] INFO  [lientWorker-4-7] o.a.d.r.t.netty4.NettyClientHandler [channelActive:62]: -  [DUBBO] The connection of /127.0.0.1:60227 -> /127.0.0.1:7890 is established., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.835 [TID: N/A] INFO  [main] o.a.d.r.transport.AbstractClient [<init>:75]: -  [DUBBO] Start NettyClient /192.168.0.106 connect to the server /127.0.0.1:7890, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.836 [TID: N/A] INFO  [main] o.a.d.r.c.m.DefaultMigrationAddressComparator [shouldMigrate:37]: -  [DUBBO] No instance address available, will not migrate., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.836 [TID: N/A] INFO  [main] o.a.dubbo.config.ReferenceConfig [createProxy:427]: -  [DUBBO] Refer dubbo service org.apache.dubbo.rpc.service.GenericService from url dubbo://192.168.0.106/com.alibaba.cloud.dubbo.service.DubboMetadataService?application=ruyuan-eshop-tms&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-market&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&register.ip=192.168.0.106&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413827&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.845 [TID: N/A] WARN  [main] c.a.c.d.m.r.DubboServiceMetadataRepository [initDubboRestServiceMetadataRepository:476]: - The Spring application[name : ruyuan-eshop-market] does not expose The REST metadata in the Dubbo services.
2021-12-16 10:23:33.846 [TID: N/A] INFO  [main] c.a.c.d.s.DubboMetadataServiceProxy [createProxy:187]: - The metadata of Dubbo service[name : ruyuan-eshop-inventory] is about to be initialized
2021-12-16 10:23:33.852 [TID: N/A] WARN  [main] o.a.d.r.i.InterfaceCompatibleRegistryProtocol [getServiceDiscoveryInvoker:72]: -  [DUBBO] spring-cloud do not support service discovery, automatically switch to interface-level service discovery., dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.852 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [register:288]: -  [DUBBO] Register: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=consumers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-inventory&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413849&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
2021-12-16 10:23:33.853 [TID: N/A] INFO  [main] c.a.c.d.registry.DubboCloudRegistry [subscribe:313]: -  [DUBBO] Subscribe: consumer://192.168.0.106/org.apache.dubbo.rpc.service.GenericService?application=ruyuan-eshop-tms&category=providers,configurators,routers&check=false&dubbo=2.0.2&generic=true&group=ruyuan-eshop-inventory&interface=com.alibaba.cloud.dubbo.service.DubboMetadataService&pid=26261&qos.enable=false&release=2.7.12&router=-default,revisionRouter&side=consumer&sticky=false&timestamp=1639621413849&version=1.0.0, dubbo version: 2.7.12, current host: 192.168.0.106
